"Date","Price","Open","High","Low","Vol.","Change %"
"04-10-2023","1,436.26","1,417.01","1,441.82","1,410.25","4.51M","0.72%"
"03-10-2023","1,425.96","1,428.00","1,428.95","1,412.34","4.18M","-0.10%"
"29-09-2023","1,427.41","1,424.07","1,438.69","1,408.06","6.07M","-0.28%"
"28-09-2023","1,431.38","1,459.67","1,464.35","1,426.96","5.81M","-1.88%"
"27-09-2023","1,458.78","1,447.84","1,461.36","1,441.92","3.86M","0.43%"
"26-09-2023","1,452.46","1,470.86","1,471.61","1,450.82","4.00M","-0.92%"
"25-09-2023","1,465.89","1,481.50","1,481.50","1,463.30","4.22M","-1.47%"
"22-09-2023","1,487.77","1,483.54","1,498.51","1,476.88","5.46M","-0.37%"
"21-09-2023","1,493.33","1,478.22","1,496.12","1,467.73","6.78M","0.77%"
"20-09-2023","1,481.90","1,467.93","1,486.72","1,467.93","4.17M","-0.10%"
"18-09-2023","1,483.44","1,496.47","1,496.47","1,479.66","3.99M","-1.31%"
"15-09-2023","1,503.13","1,509.49","1,509.89","1,500.54","8.66M","0.31%"
"14-09-2023","1,498.51","1,496.57","1,504.07","1,490.75","6.44M","0.57%"
"13-09-2023","1,489.95","1,496.57","1,496.57","1,480.31","4.80M","-0.18%"
"12-09-2023","1,492.69","1,474.19","1,495.57","1,468.82","6.79M","1.67%"
"11-09-2023","1,468.18","1,461.36","1,469.77","1,456.29","4.18M","0.47%"
"08-09-2023","1,461.36","1,455.30","1,466.49","1,452.02","3.13M","0.23%"
"07-09-2023","1,457.98","1,462.36","1,465.14","1,453.86","4.41M","-0.76%"
